rank,appId,title,url,releaseDate,priceText,finalPriceCents,discountPercent,reviewSummary,reviewPercent,reviewCount,platforms,imageUrl,scrapedAt,currentPlayers,developer,publisher,genres,categories,recommendationsTotal,metacriticScore,shortDescription,isFree,type,demandScore,qualityScore,commercialScore,momentumScore,opportunityScore,marketPosition,opportunityType,pricingPosition,audienceSignal,monetizationSignal,competitiveSignal,intelligenceTags,riskFlags,insightSummary,recommendedAction
723,2201320,Date Everything!,https://store.steampowered.com/app/2201320/Date_Everything/,"Jun 17, 2025",$29.99,2999,0.0,Very Positive,94.0,5625.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2201320/c5236ed8b07d1f4e654dc0312234cbe2e0d9e3e5/capsule_231x87.jpg?t=1770650828,2026-06-03T02:02:52.660Z,348.0,Sassy Chap Games,Team17,['Simulation'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",6129.0,,"Date Everything! is a sandbox dating simulator set in the comfort of your own home, featuring 100 fully voice acted datable characters! Let the romance flow between your bed, smoke alarm and… Overwhelming Sense of Existential Dread? Are you ready to Date Everything?",False,game,52,100,60,45,64,Loved niche title,Underserved audience clue,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Date Everything! is a loved niche title, opportunity score 64/100, 94% positive from 5,625 reviews, 348 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
724,2701660,DRAGON QUEST III HD-2D Remake,https://store.steampowered.com/app/2701660/DRAGON_QUEST_III_HD2D_Remake/,"Nov 14, 2024",$59.99,5999,0.0,Very Positive,91.0,1461.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2701660/capsule_231x87.jpg?t=1772703499,2026-06-03T02:02:52.661Z,573.0,Square Enix,Square Enix,['RPG'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Camera Comfort', 'Custom Volume Controls', 'Adjustable Difficulty', 'Keyboard Only Option', 'Playable without Timed Input', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']",3861.0,,DRAGON QUEST III HD-2D Remake is a stunning reimagining of the beloved masterpiece and narrative beginning to The Erdrick Trilogy.,False,game,49,97,50,45,60,Loved niche title,Underserved audience clue,Premium,Solo / narrative audience,Paid upfront,Niche love - small but passionate audience,['loved-by-players'],[],"DRAGON QUEST III HD-2D Remake is a loved niche title, opportunity score 60/100, 91% positive from 1,461 reviews, 573 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
725,1587130,Blood West,https://store.steampowered.com/app/1587130/Blood_West/,"Dec 5, 2023",$12.49,1249,50.0,Very Positive,89.0,3654.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1587130/33bac2ab86d7280570fe034a1bacd3bb3412c54d/capsule_231x87.jpg?t=1780447280,2026-06-03T02:02:52.661Z,64.0,Hyperstrange,New Blood Interactive,"['Action', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']",5763.0,80.0,"Weird west legends meet eldritch horror in BLOOD WEST, an immersive stealth FPS. Become the Undead Gunslinger, doomed to roam the barren lands until he manages to purge their curse, freeing his soul. 3 varied scenarios, perk-based character progression, and 20+ hours of gameplay await you!",False,game,49,94,75,45,65,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,Solo / narrative audience,Discount-driven sales,Niche love - small but passionate audience,"['loved-by-players', 'aggressive-discounting']",[],"Blood West is a commercially aggressive, opportunity score 65/100, 89% positive from 3,654 reviews, 64 current players, 50% discount.","Compare discount depth, price tier, and monetization model against similar titles."
726,1066890,Automobilista 2,https://store.steampowered.com/app/1066890/Automobilista_2/,"Jun 30, 2020",$39.99,3999,0.0,Very Positive,90.0,5422.0,"['windows', 'linux', 'vr']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1066890/capsule_231x87.jpg?t=1768424413,2026-06-03T02:02:52.661Z,798.0,Reiza Studios,Reiza Studios,"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Full controller support', 'VR Supported', 'Family Sharing']",11424.0,,"Automobilista 2 is all the racing simulators you ever wanted - in just one. An incredibly diverse collection of cars and tracks cohesively simulated, featuring incredible graphics and audio quality, dynamic weather and track conditions and the best VR support for a racing experience like no other.",False,game,54,97,58,45,64,Loved niche title,Underserved audience clue,Premium,Community / multiplayer audience,Paid upfront,Comparable baseline,"['loved-by-players', 'social-retention-loop']",[],"Automobilista 2 is a loved niche title, opportunity score 64/100, 90% positive from 5,422 reviews, 798 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
727,521890,Hello Neighbor,https://store.steampowered.com/app/521890/Hello_Neighbor/,"Dec 8, 2017",$29.99,2999,0.0,Very Positive,83.0,9702.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/521890/308c93929a3f326131688936b7362074fa1548ec/capsule_231x87.jpg?t=1777368129,2026-06-03T02:02:52.661Z,233.0,Dynamic Pixels,tinyBuild,"['Adventure', 'Indie', 'Strategy']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on TV', 'Family Sharing']",23858.0,,Hello Neighbor is a Stealth Horror Game about sneaking into your neighbor's house and figuring out what he's hiding in the basement. Play against an advanced AI that learns from your actions.,False,game,54,91,60,45,63,Loved niche title,Underserved audience clue,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Hello Neighbor is a loved niche title, opportunity score 63/100, 83% positive from 9,702 reviews, 233 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
728,2964090,World of Warships: Legends,https://store.steampowered.com/app/2964090/World_of_Warships_Legends/,"May 4, 2026",Free,0,,Mixed,61.0,389.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2964090/74a19ff233c72561df8b78d8c926784a2f3c447b/capsule_231x87.jpg?t=1780388645,2026-06-03T02:02:52.661Z,273.0,Wargaming Group Limited,Wargaming Group Limited,"['Action', 'Massively Multiplayer', 'Simulation', 'Strategy', 'Free To Play']","['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Color Alternatives', 'Custom Volume Controls', 'Playable without Timed Input', 'Stereo Sound', 'Surround Sound', 'Steam Cloud', 'Stats', 'HDR available', 'Steam Timeline']",,,"Join this free-to-play PvP online naval shooter with fast-paced combat, easy-to-learn gameplay, intuitive controls, and cross-platform play on Steam, console, and mobile. Choose from 600+ warships and 150+ Commanders, and master tactics on diverse maps. Play now and become a legend!",True,game,33,66,78,55,55,Commercially aggressive,Pricing/monetization benchmark,Free-to-play,Community / multiplayer audience,Base game plus in-app purchases,Comparable baseline,"['free-to-play', 'iap-monetized', 'social-retention-loop', 'fresh-release']",['weak-player-sentiment'],"World of Warships: Legends is a commercially aggressive, opportunity score 55/100, 61% positive from 389 reviews, 273 current players.","Compare discount depth, price tier, and monetization model against similar titles."
729,4318580,Dead by Daylight: Stranger Things Chapter 2,https://store.steampowered.com/app/4318580/Dead_by_Daylight_Stranger_Things_Chapter_2/,"Jan 27, 2026",$11.99,1199,0.0,Mixed,68.0,772.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/4318580/457451c2e5f6053503d71ceb741cc6a417a3bc7f/capsule_231x87.jpg?t=1769540708,2026-06-03T02:02:52.661Z,0.0,Behaviour Interactive Inc.,,['Action'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stereo Sound', 'Subtitle Options', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']",772.0,,"Dead by Daylight: Stranger Things Chapter 2 includes a new Killer, Vecna, The First, and new Survivors, Dustin Henderson and Eleven. Purchasing this Add-On unlocks the Mind Flayer Badge and the Bloody Rainbow Room Banner.",False,dlc,37,74,68,45,54,Non-game / accessory listing,Catalog monitoring,Mid-market,Community / multiplayer audience,Paid upfront,Comparable baseline,"['social-retention-loop', 'non-game-dlc']","['weak-player-sentiment', 'not-a-standard-game']","Dead by Daylight: Stranger Things Chapter 2 is a non-game / accessory listing, opportunity score 54/100, 68% positive from 772 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
730,1272320,Diplomacy is Not an Option,https://store.steampowered.com/app/1272320/Diplomacy_is_Not_an_Option/,"Oct 4, 2024",$11.99,1199,60.0,Very Positive,84.0,4695.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1272320/775a837432ee81420d6d7efe86c93481e23e8c8a/capsule_231x87_alt_assets_4.jpg?t=1780093478,2026-06-03T02:02:52.661Z,582.0,Door 407,Door 407,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Family Sharing']",10361.0,80.0,"Diplomacy is Not an Option is a strategy game set in a medieval fantasy world. Build your town and defenses, raise huge armies and fight against massive hordes of enemies. How long can you survive?",False,game,53,90,75,45,65,Commercially aggressive,Pricing/monetization benchmark,Promotional discount,Solo / narrative audience,Discount-driven sales,Comparable baseline,"['loved-by-players', 'aggressive-discounting']",[],"Diplomacy is Not an Option is a commercially aggressive, opportunity score 65/100, 84% positive from 4,695 reviews, 582 current players, 60% discount.","Compare discount depth, price tier, and monetization model against similar titles."
731,2827200,MIMESIS,https://store.steampowered.com/app/2827200/MIMESIS/,"Oct 27, 2025",$9.99,999,0.0,Mostly Positive,79.0,1870.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2827200/93d9d7a43e68c4f8e96664cec3bbff4b27ffa48a/capsule_231x87.jpg?t=1777459725,2026-06-03T02:02:52.661Z,208.0,"ReLU Games, Inc.","ReLU Games, Inc.","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']","['Multi-player', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Cloud', 'Family Sharing']",7613.0,,"4 Player co-op survival horror game. When the cursed rain falls, 'Mimesis' appear, perfectly imitating your teammates, bringing a new level of tension you've never experienced before.",False,game,49,86,73,45,62,Loved niche title,Underserved audience clue,Budget,Community / multiplayer audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'social-retention-loop']",[],"MIMESIS is a loved niche title, opportunity score 62/100, 79% positive from 1,870 reviews, 208 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
732,1222140,Detroit: Become Human,https://store.steampowered.com/app/1222140/Detroit_Become_Human/,"Jun 18, 2020",$39.99,3999,0.0,Overwhelmingly Positive,95.0,53683.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222140/capsule_231x87.jpg?t=1667468479,2026-06-03T02:02:52.661Z,2134.0,Quantic Dream,Quantic Dream,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']",211425.0,80.0,"Detroit: Become Human puts the destiny of both mankind and androids in your hands, taking you to a near future where machines have become more intelligent than humans. Every choice you make affects the outcome of the game, with one of the most intricately branching narratives ever created.",False,game,62,100,50,45,66,Standard competitor,Baseline market data,Premium,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Detroit: Become Human is a standard competitor, opportunity score 66/100, 95% positive from 53,683 reviews, 2,134 current players.",Use as baseline competitor data; enrich with reviews for deeper sentiment intelligence.
733,1392840,RimWorld - Ideology,https://store.steampowered.com/app/1392840/RimWorld__Ideology/,"Jul 20, 2021",$19.99,1999,0.0,Very Positive,83.0,2230.0,"['windows', 'mac', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1392840/63a61725ada471857cbf21280c9c943c74c813f9/capsule_231x87.jpg?t=1776193654,2026-06-03T02:02:52.661Z,0.0,Ludeon Studios,Ludeon Studios,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Downloadable Content', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",3259.0,,"What do you believe? RimWorld - Ideology adds belief systems to the game. Play as piratical nudist cannibals, blind undergrounder mole people, charitable ranching cowboys, machine-obsessed transhumanists, and many more.",False,dlc,41,90,60,45,58,Non-game / accessory listing,Catalog monitoring,Mid-market,Solo / narrative audience,Paid upfront,Niche love - small but passionate audience,"['loved-by-players', 'non-game-dlc']",['not-a-standard-game'],"RimWorld - Ideology is a non-game / accessory listing, opportunity score 58/100, 83% positive from 2,230 reviews.","Keep for catalog awareness, but exclude from game competitor benchmarks."
734,1634050,Valve Index® Replacement Tether,https://store.steampowered.com/app/1634050/Valve_Index_Replacement_Tether/,,$129.00,12900,0.0,,,,"['windows', 'linux']",https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1634050/capsule_231x87.jpg?t=1632766911,2026-06-03T02:02:52.661Z,0.0,,,[],[],,,"If your headset is still under warranty, contact Steam Support before purchasing replacement parts.",False,hardware,12,35,40,45,30,Non-game / accessory listing,Catalog monitoring,High-ticket,General Steam audience,Paid upfront,Comparable baseline,['non-game-hardware'],"['review-data-missing-or-not-yet-established', 'not-a-standard-game']","Valve Index® Replacement Tether is a non-game / accessory listing, opportunity score 30/100.","Keep for catalog awareness, but exclude from game competitor benchmarks."
735,209000,Batman™: Arkham Origins,https://store.steampowered.com/app/209000/Batman_Arkham_Origins/,"Oct 24, 2013",$19.99,1999,0.0,Very Positive,89.0,21105.0,['windows'],https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/209000/capsule_231x87.jpg?t=1746562474,2026-06-03T02:02:52.661Z,783.0,WB Games Montreal,Warner Bros. Interactive Entertainment,"['Action', 'Adventure']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",44222.0,74.0,"As of December 4, 2016, the online services portion of Batman: Arkham Origins has been retired. We thank those that have joined us to battle. The Single player campaign may still be played and enjoyed offline. For any questions relating to Batman: Arkham Origins, please contact WB Games customer service.",False,game,59,94,60,45,65,Loved niche title,Underserved audience clue,Mid-market,Solo / narrative audience,Paid upfront,Comparable baseline,['loved-by-players'],[],"Batman™: Arkham Origins is a loved niche title, opportunity score 65/100, 89% positive from 21,105 reviews, 783 current players.",Mine reviews for the exact language players use; niche love often exposes a product angle.
